Gene1,Gene2
ATM,DUSP1
ATM,FAS
ATM,FOXM1
ATM,GADD45A
ATM,IGF1R
ATM,KLRK1
ATM,MCL1
ATM,MTF1
ATM,PBK
ATM,PCNA
ATM,PMAIP1
ATM,PVR
ATM,SLC2A1
ATM,SP1
ATM,TERF1
ATM,TNFRSF10B
ATM,VEGFA
ATOH1,HES6
ATOH1,MUC2
ATRX,HBA1
ATRX,HBA2
BACH1,HMOX1
BACH1,MMP1
BACH2,BCL2
BACH2,IL2
BACH2,XBP1
BARD1,ESR1
BARX2,ESR1
BATF,CD2
BCL11A,GATA1
BCL3,CTCF
BCL3,EGFR
BCL3,MYB
BCL3,NFKB1
BCL3,RELA
BCL6,BCL2L1
BCL6,BCL6
BCL6,CCND2
BCL6,CD80
BCL6,CDKN1A
BCL6,CDKN2B
BCL6,CHEK1
BCL6,FCER2
BCL6,HDAC7
BCL6,IRF4
BCL6,LITAF
BCL6,MYC
BCL6,NFKB1
BCL6,PDCD2
BCL6,STAT3
BCL6,SUMO1
BCL6,XBP1
BDP1,MYC
BDP1,RB1
BDP1,TP53
BHLHE41,CCND1
BHLHE41,MLH1
BIN1,MYC
BMI1,TERT
BPTF,HOXC8
BRCA1,AREG
BRCA1,ASPM
BRCA1,ATM
BRCA1,BACH1
BRCA1,BRCA2
BRCA1,CASR
BRCA1,CCNB1
BRCA1,CCND1
BRCA1,CDH3
BRCA1,CDKN1A
BRCA1,CDKN1B
BRCA1,CTSD
BRCA1,CXCL1
BRCA1,CYP19A1
BRCA1,CYP1A1
BRCA1,CYP1B1
BRCA1,DDB2
BRCA1,DDIT3
BRCA1,E2F6
BRCA1,EGFR
BRCA1,EGR1
BRCA1,EP300
BRCA1,ESR1
BRCA1,FOS
BRCA1,FOXC1
BRCA1,FOXC2
BRCA1,FST
BRCA1,GADD45A
BRCA1,HIF1A
BRCA1,HMGA2
BRCA1,HNRNPA2B1
BRCA1,HSPA5
BRCA1,IFNA1
BRCA1,IGF1
BRCA1,IGF1R
BRCA1,IRF7
BRCA1,IRF9
BRCA1,JAK1
BRCA1,JAK2
BRCA1,KHSRP
BRCA1,KRT17
BRCA1,KRT18
BRCA1,KRT5
BRCA1,MAD2L1
BRCA1,MDC1
BRCA1,MDM2
BRCA1,MYC
BRCA1,RNASEL
BRCA1,S100A2
BRCA1,SIRT1
BRCA1,STAT1
BRCA1,STAT2
BRCA1,STAT3
BRCA1,TFF1
BRCA1,TP63
BRCA1,VEGFA
BRCA1,XPC
BRCA2,DMC1
BRCA2,PSMD3
BRCA2,PSMD6
BRCA2,RAD51
BRD7,BRD2
BRD7,BRD3
BRD7,E2F3
BRIP1,BARD1
BRIP1,MLH1
BRPF1,ING5
BRPF1,MEAF6
BTAF1,DR1
BTAF1,TBP
BTF3,ABL2
BTF3,ATM
BTF3,EPHB2
BTF3,HPSE2
BTF3,MADCAM1
BTF3,MRVI1
BTF3,NFKB1
BTF3,RRAS2
BTF3,SSPN
BTG2,CCND1
BTG2,HRAS
BTG2,KLK3
BTG2,SPHK1
CBFA2T3,TCF12
CBFA2T3,ZNF652
CBFB,GATA1
CBFB,RUNX1
CBFB,RUNX2
CBFB,RUNX3
CBX7,CCNE1
CBX7,CDH1
CBX8,CDKN1A
CDC5L,PLRG1
CDCA7L,MAOB
CDX1,DSC2
CDX1,IRF2BP2
CDX1,KRT20
CDX1,PCNA
CDX1,POSTN
CDX1,PPARG
CDX1,PTGS2
CDX1,TBP
CDX2,ABCB1
CDX2,ACAT2
CDX2,APC
CDX2,AXIN2
CDX2,CDH17
CDX2,CDKN1A
CDX2,CFTR
CDX2,DSC2
CDX2,ELMO3
CDX2,FUT2
CDX2,GSK3B
CDX2,GSPT1
CDX2,GSTP1
CDX2,GUCY2C
CDX2,HEPH
CDX2,IGFBP3
CDX2,KLF4
CDX2,LCT
CDX2,MEP1A
CDX2,MUC17
CDX2,MUC2
CDX2,PTGS2
CDX2,REG4
CDX2,SLC15A1
CDX2,SLC9A2
CDX2,SP1
CDX2,TFF3
CDX2,UGT1A10
CDX2,UGT1A8
CDX2,UGT2B15
CDX2,UGT2B17
CDX2,VDR
CEBPA,AFP
CEBPA,ALB
CEBPA,BCL2
CEBPA,CCL2
CEBPA,CD163
CEBPA,CRMP1
CEBPA,CSF1
CEBPA,CSF2RA
CEBPA,CSF3R
CEBPA,CXCR2
CEBPA,CYP3A4
CEBPA,DEFA1
CEBPA,DEFA3
CEBPA,ELANE
CEBPA,F9
CEBPA,FN1
CEBPA,GAPDH
CEBPA,HAMP
CEBPA,HK3
CEBPA,HOMER3
CEBPA,HSD17B11
CEBPA,HSPA4
CEBPA,ICAM1
CEBPA,ID1
CEBPA,IGF1
CEBPA,IGF2
CEBPA,IL10
CEBPA,IL3
CEBPA,IL5
CEBPA,IL6
CEBPA,INSR
CEBPA,ITGAX
CEBPA,LEP
CEBPA,MAD1L1
CEBPA,MSR1
CEBPA,MYC
CEBPA,PCK1
CEBPA,PCK2
CEBPA,PRL
CEBPA,S100A9
CEBPA,SAA1
CEBPA,SERPINC1
CEBPA,SFTPD
CEBPA,SLC10A1
CEBPA,SOCS3
CEBPA,SPI1
CEBPA,SPP1
CEBPA,STAR
CEBPA,STAT3
CEBPA,TLR9
CEBPA,VLDLR
CEBPB,ABCB1
CEBPB,ADM
CEBPB,ALB
CEBPB,ASNS
CEBPB,BCL2L1
CEBPB,BTS1
CEBPB,CDKN1A
CEBPB,CR2
CEBPB,CRP
CEBPB,CSF3R
CEBPB,CSH1
CEBPB,CSH2
CEBPB,CSRP1
CEBPB,CXCL8
CEBPB,CYP19A1
CEBPB,DAPK1
CEBPB,DDIT3
CEBPB,F8
CEBPB,FASLG
CEBPB,FURIN
CEBPB,GADD45G
CEBPB,GDF15
CEBPB,GFER
CEBPB,GNLY
CEBPB,HBB
CEBPB,HP
CEBPB,HSF1
CEBPB,IL10
CEBPB,IL13
CEBPB,IL1B
CEBPB,IL24
CEBPB,IL3
CEBPB,IL4
CEBPB,IL5
CEBPB,IL6
CEBPB,INSR
CEBPB,IRF4
CEBPB,MAD1L1
CEBPB,MMP1
CEBPB,OXTR
CEBPB,PCK2
CEBPB,PLAC1
CEBPB,PRDM1
CEBPB,PRL
CEBPB,PRSS50
CEBPB,PTGS2
CEBPB,PTPN13
CEBPB,S100A9
CEBPB,SAA1
CEBPB,SAA2
CEBPB,SFTPD
CEBPB,SLC10A1
CEBPB,SLC19A1
CEBPB,SLC5A8
CEBPB,STAR
CEBPB,TFF3
CEBPB,TNF
CEBPB,TNFAIP6
CEBPB,TOP1
CEBPB,XBP1
CEBPD,C3
CEBPD,CASP8
CEBPD,CCL20
CEBPD,CXCL1
CEBPD,CYP19A1
CEBPD,DDIT3
CEBPD,GADD45G
CEBPD,GAPDH
CEBPD,IL23A
CEBPD,PDGFRA
CEBPD,POU5F1
CEBPD,PPARG
CEBPD,PRL
CEBPD,PTGS2
CEBPD,SOD1
CEBPD,TNF
CEBPD,TNFAIP6
CEBPE,CTSG
CEBPE,GATA1
CEBPE,LTF
CEBPE,MMP2
CEBPE,MYC
CEBPE,PRG2
CEBPE,SPI1
CEBPG,HBB
CEBPG,SFTPD
CEBPZ,APC
CEBPZ,COL11A1
CEBPZ,COL1A2
CEBPZ,GZMB
CEBPZ,MLH1
CEBPZ,SOX9
CHD4,CD79A
CHD4,RNF8
CHD8,BRCA1
CHD8,CCNE2
CHD8,HOXA2
CHD8,MYC
CHD8,TYMS
CIITA,COL1A1
CIITA,COL1A2
CIITA,CREBBP
CIITA,FASLG
CIITA,HLA-A
CIITA,HLA-B
CIITA,HLA-C
CIITA,HLA-DMA
CIITA,HLA-DMB
CIITA,HLA-DOA
CIITA,HLA-DOB
CIITA,HLA-DPB1
CIITA,HLA-DQB1
CIITA,HLA-DRA
CIITA,HLA-DRB1
CIITA,HLA-DRB3
CIITA,HLA-DRB4
CIITA,HLA-DRB5
CIITA,HLA-F
CIITA,HLA-G
CIITA,IL4
CIITA,IRF1
CIITA,IRF2
CIITA,MMP9
CIITA,PLXNA1
CIITA,PSMC5
CIITA,RAB4B
CIITA,S100A4
CIITA,SIRT1
CIITA,SLC26A3
CIITA,STAT1
CITED2,MMP1
CITED2,MMP13
CLOCK,BHLHE40
CLOCK,BHLHE41
CLOCK,CRY1
CLOCK,CRY2
CLOCK,DEC1
CLOCK,KAT5
CLOCK,NAMPT
CLOCK,NR0B2
CLOCK,NR3C1
CLOCK,PER1
CLOCK,PER2
CLOCK,PER3
CLOCK,STAR
CLOCK,TPO
CNBP,MYC
CNOT7,MSMB
CNOT7,PMP22
CNOT8,MSMB
CNOT8,PMP22
COPS5,CDKN1B
COPS5,VEGFA
CRABP2,RARA
CREB1,ACACA
CREB1,ADRA1A
CREB1,AQP3
CREB1,AR
CREB1,BCL2
CREB1,BCL2L11
CREB1,BDKRB1
CREB1,BDKRB2
CREB1,BDNF
CREB1,CASP8
CREB1,CCK
CREB1,CCL5
CREB1,CD4
CREB1,CGA
CREB1,CRTC1
CREB1,CXCR4
CREB1,CYP11A1
CREB1,CYP11B1
CREB1,CYP11B2
CREB1,CYP17A1
CREB1,CYP19A1
CREB1,ERBB2
CREB1,ETV3
CREB1,FLT1
CREB1,FOS
CREB1,FOXA1
CREB1,GABPA
CREB1,GRPR
CREB1,GSK3A
CREB1,GSK3B
CREB1,HLA-DOB
CREB1,HLA-DQB1
CREB1,HMOX1
CREB1,HPGD
CREB1,IFNG
CREB1,IL10
CREB1,IL2
CREB1,IL5RA
CREB1,IL6
CREB1,JUN
CREB1,LAPTM4B
CREB1,LYL1
CREB1,MC2R
CREB1,MITF
CREB1,MMP2
CREB1,MSMB
CREB1,MUC4
CREB1,MUC5AC
CREB1,NDC80
CREB1,NF1
CREB1,NMNAT2
CREB1,NOLC1
CREB1,NPY
CREB1,NR2F1
CREB1,NR2F6
CREB1,NR4A3
CREB1,NR5A2
CREB1,NRF1
CREB1,NTS
CREB1,ODC1
CREB1,PCSK1
CREB1,PLAT
CREB1,PLAU
CREB1,POLD2
CREB1,PPM1D
CREB1,PPP2CA
CREB1,PPP2R2B
CREB1,PRL
CREB1,PSEN1
CREB1,PTGES
CREB1,PTGS2
CREB1,RP1
CREB1,RRM2B
CREB1,SLC19A1
CREB1,SLC20A1
CREB1,SLC22A8
CREB1,SLC39A1
CREB1,SMAD6
CREB1,SNAI1
CREB1,SNAI2
CREB1,SOX9
CREB1,SPRY2
CREB1,STMN1
CREB1,TH
CREB1,TLR9
CREB1,TRH
CREB1,UXT
CREB1,VIP
CREB1,XPC
CREB3,CXCR4
CREB3L1,SLC1A4
CREB3L4,DNAJC12
CREB5,ATP6V0E1
CREB5,CFB
CREB5,DGKG
CREB5,LGALS3BP
CREB5,LY96
CREB5,MAPKAPK3
CREB5,MX1
CREB5,RASGRP3
CREB5,RDX
CREB5,STAT1
CREB5,TGFBR3
CREB5,TNFRSF11B
CREBBP,ALOX15
CREBBP,BRCA1
CREBBP,CCK
CREBBP,CDKN1A
CREBBP,CREB1
CREBBP,CSF2
CREBBP,EGFR
CREBBP,EP300
CREBBP,EZH2
CREBBP,HINFP
CREBBP,HOXA10
CREBBP,HOXA9
CREBBP,IL4
CREBBP,INSM1
CREBBP,IRF1
CREBBP,PCK2
CREBBP,PPARA
CREBBP,PSMC5
CREBBP,PTGS2
CREBBP,RAD51
CREBBP,RARA
CREBBP,RS1
CREBBP,S100A4
CREBBP,TP53
CREBBP,TRIM22
CREG1,HSPA4
CREM,ACE
CREM,ACR
CREM,FHL5
CREM,CCL4
CREM,CCNA1
CREM,CCNA2
CREM,CD247
CREM,CREB1
CREM,DUSP1
CREM,DUSP4
CREM,FASLG
CREM,FOS
CREM,G6PD
CREM,GPX4
CREM,IL2
CREM,IL5RA
CREM,LDHC
CREM,MC2R
CREM,PLAT
CREM,SLC5A5
CREM,STAR
CREM,TAF4
CREM,TBP
CREM,TH
CREM,ZAP70
CREB1,IBSP
CRTC1,PPARGC1A
CRX,BEST1
CRX,NR2E3
CRX,RBP3
CRX,RHO
CRX,RS1
CTBP1,BRCA1
CTBP1,BRCA2
CTBP1,CLDN7
CTBP1,KRT18
CTCF,ANG
CTCF,APP
CTCF,ASAP2
CTCF,ATXN7
CTCF,BBC3
CTCF,BCL6
CTCF,BRCA1
CTCF,CCND1
CTCF,CELSR3
CTCF,CSF2
CTCF,DMPK
CTCF,ETNK2
CTCF,H19
CTCF,PBXIP1
CTCF,IGF2
CTCF,IPO13
CTCF,IRAK2
CTCF,MEG3
CTCF,MYC
CTCF,NANOG
CTCF,NF1
CTCF,PAX6
CTCF,PTPRG
CTCF,RAD21
CTCF,RARRES1
CTCF,RBL2
CTCF,SIX5
CTCF,SLC6A4
CTCF,TERT
CTCF,WT1
CTCFL,BAG1
CTNNB1,AR
CTNNB1,BIRC5
CTNNB1,CCND1
CTNNB1,CD44
CTNNB1,CHGA
CTNNB1,CLDN2
CTNNB1,FST
CTNNB1,GLCE
CTNNB1,GLI2
CTNNB1,JUN
CTNNB1,MMP14
CTNNB1,MMP7
CTNNB1,MYC
CTNNB1,NCOA2
CTNNB1,NRCAM
CTNNB1,PLD1
CTNNB1,PPARD
CTNNB1,PTGS2
CTNNB1,RB1
CTNNB1,STARD7
CTNNB1,TCF7
CTNNB1,VIM
CTNNBIP1,GLI2
CTNNBIP1,MMP14
CTNNBIP1,STMN2
CUX1,CDKN1B
CUX1,CFTR
CUX1,CR2
CUX1,CYBB
CUX1,ECT2
CUX1,FTO
CUX1,RACGAP1
CUX1,WNT5A
DACH1,FOS
DACH1,PELP1
DACH1,TNFSF11
DAXX,AIRE
DBP,ACKR1
DBP,ALDOB
DBP,CYP3A4
DBP,CYP7A1
DDB1,CDKN2A
DDB2,BCL2
DDB2,SOD2
DDB2,XPA
DDIT3,ANKRD1
DDIT3,ASNS
DDIT3,ATF2
DDIT3,ATF5
DDIT3,ATG5
DDIT3,CDK2
DDIT3,CEBPA
DDIT3,CXCL8
DDIT3,IL6
DDIT3,MAP1LC3B
DDIT3,MCL1
DDIT3,NOS3
DDIT3,RTN3
DDIT3,SIRT1
DDIT3,SIRT2
DDIT3,TF
DDIT3,TNFRSF10B
DDIT3,TRIB3
DDX5,H19
DDX5,IGF2
DEAF1,GDF5
DEAF1,HTR1A
DEDD,CFLAR
DEDD,FADD
DEK,BCL2
DEK,BIRC3
DEK,CXCL8
DEK,HLA-DQB1
DEK,PRDX5
DENND4A,ERBB2
DLX3,CGA
DLX4,BRCA1
DLX5,IBSP
DLX5,IGFBP3
DLX5,IRS2
DLX5,MYC
DMAP1,ATM
DMAP1,BAX
DMAP1,CDKN1A
DMAP1,DNMT1
DNMT1,BAG1
DNMT1,BIRC5
DNMT1,BMP2
DNMT1,CASP8
DNMT1,CDH1
DNMT1,CDKN2A
DNMT1,CDKN2B
DNMT1,CXCR4
DNMT1,EPCAM
DNMT1,ESR1
DNMT1,GAD1
DNMT1,HDAC1
DNMT1,IL3
DNMT1,IL32
DNMT1,KIR2DL3
DNMT1,MBD2
DNMT1,MGMT
DNMT1,MSH2
DNMT1,PROM1
DNMT1,RASSF1
DNMT1,RB1
DNMT1,RELN
DNMT1,RGS10
DNMT1,RUNX3
DNMT1,SFRP1
DNMT1,SFRP5
DNMT1,TERT
DNMT1,TIMP3
DNMT1,TNFRSF10B
DNMT1,TP53
DNMT1,VEGFA
DNMT3A,CDH6
DNMT3A,CDKN1A
DNMT3A,CDKN2A
DNMT3A,IGFBP3
DNMT3A,JUP
DNMT3A,POU5F1
DNMT3A,SETDB1
DNMT3A,SFRP1
DNMT3A,SFRP5
DNMT3L,TDG
DR1,NR1I2
DR1,NR2C2
DR1,PTGS2
DR1,TBP
DRAP1,TBP
DUX4,HEY1
E2F1,ABCB1
E2F1,APAF1
E2F1,AR
E2F1,ASF1B
E2F1,ATAD2
E2F1,ATG5
E2F1,ATM
E2F1,AURKA
E2F1,AURKB
E2F1,BBC3
E2F1,BCL2
E2F1,BIRC5
E2F1,BMI1
E2F1,BRCA1
E2F1,CASP7
E2F1,CCL3
E2F1,CCNB1
E2F1,CCND1
E2F1,CCNE1
E2F1,CD2AP
E2F1,CDAN1
E2F1,CDC6
E2F1,CDCA7
E2F1,CDK1
E2F1,CDKN1A
E2F1,CDKN1C
E2F1,CDKN2A
E2F1,CHEK1
E2F1,CHEK2
E2F1,CREBBP
E2F1,CTNNBIP1
E2F1,CTSV
E2F1,CUX1
E2F1,DAPK2
E2F1,DBF4
E2F1,DDIT3
E2F1,DHFR
E2F1,DIRAS3
E2F1,DNMT1
E2F1,DOK1
E2F1,DRAM1
E2F1,DROSHA
E2F1,DUSP1
E2F1,E2F1
E2F1,E2F6
E2F1,ECT2
E2F1,ERCC1
E2F1,ERCC5
E2F1,ERICD
E2F1,ETV4
E2F1,FANCA
E2F1,FGFR1
E2F1,FHIT
E2F1,FLT1
E2F1,FMN2
E2F1,FOXM1
E2F1,FSHR
E2F1,FZD1
E2F1,GINS3
E2F1,H19
E2F1,HIC1
E2F1,HMGA1
E2F1,HSPA5
E2F1,IL1B
E2F1,IL23A
E2F1,IRF3
E2F1,ISYNA1
E2F1,KDR
E2F1,KIF2C
E2F1,KIR3DL1
E2F1,LRBA
E2F1,MAP1LC3A
E2F1,MAP3K5
E2F1,MAPK8
E2F1,MCL1
E2F1,MCM5
E2F1,MCM8
E2F1,MCPH1
E2F1,MDM2
E2F1,MEFV
E2F1,MIR202
E2F1,MT1G
E2F1,MUC4
E2F1,MYB
E2F1,MYBL2
E2F1,MYC
E2F1,MYCN
E2F1,MYH10
E2F1,NELL2
E2F1,NOX4
E2F1,NPAT
E2F1,NRIP1
E2F1,PCNA
E2F1,PCSK6
E2F1,PDK4
E2F1,PEG10
E2F1,PIN1
E2F1,PLK1
E2F1,PNRC2
E2F1,PPARG
E2F1,PPP1R13B
E2F1,PTPRO
E2F1,RACGAP1
E2F1,RAD51
E2F1,RASGEF1B
E2F1,RASGRP1
E2F1,RB1
E2F1,RBM38
E2F1,RNF2
E2F1,RPA2
E2F1,RRM1
E2F1,RRM2
E2F1,RRP1B
E2F1,SERPINB5
E2F1,SERPINE1
E2F1,SIVA1
E2F1,SKP2
E2F1,TERT
E2F1,THBS1
E2F1,TLR3
E2F1,TNF
E2F1,TNFSF11
E2F1,TOP2A
E2F1,TP53
E2F1,TP53BP2
E2F1,TP53INP1
E2F1,TP73
E2F1,TYMS
E2F1,UHRF1
E2F1,ULK1
E2F1,VEGFA
E2F1,WWOX
E2F1,XRCC1
E2F1,ZNF350
E2F2,CUX1
E2F2,MAP3K5
E2F3,AURKA
E2F3,CCNA2
E2F3,CCNB1
E2F3,CDC6
E2F3,CDK1
E2F3,CDKN1A
E2F3,CUX1
E2F3,ERICD
E2F3,MAP3K5
E2F3,MAPK8
E2F3,PLK1
E2F3,TFE3
E2F3,VEGFA
E2F4,AR
E2F4,AURKB
E2F4,BIRC5
E2F4,BRCA1
E2F4,CCNB1
E2F4,CCND1
E2F4,CDK2
E2F4,CUX1
E2F4,DIRAS3
E2F4,HCFC1
E2F4,PCLAF
E2F4,LIN54
E2F4,LTBP4
E2F4,MAP3K5
E2F4,MCM10
E2F4,MYC
E2F4,PEG10
E2F4,PLK1
E2F4,PLK4
E2F4,PPARG
E2F4,RAD51
E2F4,TOPBP1
E2F4,TTK
E2F5,FSHR
E2F5,LOXL2
E2F5,MYC
E2F6,APAF1
E2F6,BRCA1
E2F6,BRD7
E2F6,CYC1
E2F6,E2F1
E2F6,IL13
E2F6,PCLAF
E2F7,E2F1
E2F8,CCND1
E2F8,E2F1
E4F1,CCNA2
EAF1,ELL
EAPP,ABCB1
EAPP,CDKN1A
EAPP,CDKN2A
EAPP,MAOB
EBF1,ATF5
EBF3,CDKN1A
ECD,GCGR
EED,CPEB1
EGF,STAT1
EGR1,ABCB1
EGR1,ACE
EGR1,ACHE
EGR1,AKR1B1
EGR1,ALOX5
EGR1,AR
EGR1,ATF3
EGR1,BCAR1
EGR1,CACNA1H
EGR1,CCND1
EGR1,CCND2
EGR1,CD28
EGR1,CDK5R1
EGR1,CDKN1A
EGR1,CHGA
EGR1,CXCL8
EGR1,CYP2B6
EGR1,DMRT1
EGR1,EAPP
EGR1,EGFR
EGR1,EP300
EGR1,F3
EGR1,FAP
EGR1,FAS
EGR1,FASLG
EGR1,FCER2
EGR1,FGF2
EGR1,FLT1
EGR1,FN1
EGR1,GDF15
EGR1,GDNF
EGR1,GGPS1
EGR1,HIF1A
EGR1,HPSE
EGR1,HSD11B2
EGR1,HYAL1
EGR1,IFNG
EGR1,IGF2
EGR1,IL2
EGR1,IL2RB
EGR1,IL3
EGR1,IL6
EGR1,IMPDH2
EGR1,KLK3
EGR1,LDLR
EGR1,LHB
EGR1,LMTK2
EGR1,LTB
EGR1,MMP14
EGR1,MYB
EGR1,NAB2
EGR1,NFKB1
EGR1,PCSK2
EGR1,PDGFB
EGR1,PDGFC
EGR1,PLAU
EGR1,PLAUR
EGR1,POR
EGR1,PPARG
EGR1,PSEN2
EGR1,PTEN
EGR1,PTGES
